103.1.70.66; 103.1.70.66; /beginner/droidsev3.pptx; 11/Oct/2014:06:56:20;  103.1.70.66;   5.2999,100.2605;   Bayan Lepas;   Pulau Pinang
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:39;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:39;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:39;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:40;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:40;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:40;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:40;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:40;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:40;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:41;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:41;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:41;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:41;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:41;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:42;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:42;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:42;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:42;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:42;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:43;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:43;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:43;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:56;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:57;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:57;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/robot.pdf; 16/Oct/2014:13:12:57;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/Beginner2.pptx; 16/Oct/2014:13:14:06;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/Beginner2.pdf; 16/Oct/2014:13:14:27;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/Beginner2.pdf; 16/Oct/2014:13:14:27;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/Beginner2.pdf; 16/Oct/2014:13:14:27;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
gate3-norfolk.nmci.navy.mil; 138.162.0.43; /beginner/work.docx; 16/Oct/2014:13:14:48;  gate3-norfolk.nmci.navy.mil;   36.8468,-76.2852;   Norfolk;   Virginia
gate1-norfolk.nmci.navy.mil; 138.162.0.41; /beginner/work.docx; 16/Oct/2014:13:15:00;  gate1-norfolk.nmci.navy.mil;   36.8468,-76.2852;   Norfolk;   Virginia
gate1-norfolk.nmci.navy.mil; 138.162.0.41; /beginner/work.docx; 16/Oct/2014:13:15:09;  gate1-norfolk.nmci.navy.mil;   36.8468,-76.2852;   Norfolk;   Virginia
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/Beginner3.pptx; 16/Oct/2014:13:15:54;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/Beginner3.pdf; 16/Oct/2014:13:15:58;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/Beginner3.pdf; 16/Oct/2014:13:15:58;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/Beginner3.pdf; 16/Oct/2014:13:15:58;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/Beginner4.pptx; 16/Oct/2014:13:17:36;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/Beginner4.pdf; 16/Oct/2014:13:17:41;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/Beginner4.pdf; 16/Oct/2014:13:17:41;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /beginner/Beginner4.pdf; 16/Oct/2014:13:17:42;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
gate1-norfolk.nmci.navy.mil; 138.162.0.41; /beginner/robot.pdf; 16/Oct/2014:13:16:20;  gate1-norfolk.nmci.navy.mil;   36.8468,-76.2852;   Norfolk;   Virginia
gate2-norfolk.nmci.navy.mil; 138.162.0.42; /beginner/Beginner2.pptx; 16/Oct/2014:13:19:10;  gate2-norfolk.nmci.navy.mil;   36.8468,-76.2852;   Norfolk;   Virginia
gate1-norfolk.nmci.navy.mil; 138.162.0.41; /beginner/Beginner2.pdf; 16/Oct/2014:13:19:51;  gate1-norfolk.nmci.navy.mil;   36.8468,-76.2852;   Norfolk;   Virginia
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /intermediate/SimpleLineFollower.pptx; 16/Oct/2014:13:20:29;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /intermediate/SimpleLineFollower.pdf; 16/Oct/2014:13:20:40;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /intermediate/SimpleLineFollower.pdf; 16/Oct/2014:13:20:40;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /intermediate/SimpleLineFollower.pdf; 16/Oct/2014:13:20:40;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /intermediate/colorfollower.pptx; 16/Oct/2014:13:23:26;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /intermediate/colorfollower.ev3; 16/Oct/2014:13:23:33;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /intermediate/colorfollower.pdf; 16/Oct/2014:13:23:36;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /intermediate/colorfollower.pdf; 16/Oct/2014:13:23:36;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /intermediate/colorfollower.pdf; 16/Oct/2014:13:23:37;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /intermediate/debug.pptx; 16/Oct/2014:13:25:30;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /intermediate/debug.pptx; 16/Oct/2014:13:25:45;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /intermediate/debug.pdf; 16/Oct/2014:13:25:57;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /intermediate/debug.pdf; 16/Oct/2014:13:25:57;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /intermediate/debug.pdf; 16/Oct/2014:13:25:57;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
gate2-norfolk.nmci.navy.mil; 138.162.0.42; /beginner/Beginner3.pptx; 16/Oct/2014:13:25:51;  gate2-norfolk.nmci.navy.mil;   36.8468,-76.2852;   Norfolk;   Virginia
gate2-norfolk.nmci.navy.mil; 138.162.0.42; /beginner/Beginner4.pptx; 16/Oct/2014:13:27:29;  gate2-norfolk.nmci.navy.mil;   36.8468,-76.2852;   Norfolk;   Virginia
gate3-norfolk.nmci.navy.mil; 138.162.0.43; /intermediate/SimpleLineFollower.pptx; 16/Oct/2014:13:27:54;  gate3-norfolk.nmci.navy.mil;   36.8468,-76.2852;   Norfolk;   Virginia
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /intermediate/debug.pptx; 16/Oct/2014:13:28:11;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /intermediate/debug.pptx; 16/Oct/2014:13:28:19;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
gate3-norfolk.nmci.navy.mil; 138.162.0.43; /intermediate/colorfollower.pptx; 16/Oct/2014:13:28:20;  gate3-norfolk.nmci.navy.mil;   36.8468,-76.2852;   Norfolk;   Virginia
gate1-norfolk.nmci.navy.mil; 138.162.0.41; /intermediate/debug.pptx; 16/Oct/2014:13:28:36;  gate1-norfolk.nmci.navy.mil;   36.8468,-76.2852;   Norfolk;   Virginia
gate1-norfolk.nmci.navy.mil; 138.162.0.41; /intermediate/colorfollower.ev3; 16/Oct/2014:13:28:40;  gate1-norfolk.nmci.navy.mil;   36.8468,-76.2852;   Norfolk;   Virginia
gate1-norfolk.nmci.navy.mil; 138.162.0.41; /intermediate/debug.pptx; 16/Oct/2014:13:28:48;  gate1-norfolk.nmci.navy.mil;   36.8468,-76.2852;   Norfolk;   Virginia
gate3-norfolk.nmci.navy.mil; 138.162.0.43; /intermediate/debug.pdf; 16/Oct/2014:13:28:51;  gate3-norfolk.nmci.navy.mil;   36.8468,-76.2852;   Norfolk;   Virginia
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /intermediate/debug.pptx; 16/Oct/2014:13:29:29;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/myblocks.pptx; 16/Oct/2014:13:32:13;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/myblocks.pdf; 16/Oct/2014:13:32:20;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/myblocks.pdf; 16/Oct/2014:13:32:20;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/myblocks.pdf; 16/Oct/2014:13:32:20;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/moveinches.ev3; 16/Oct/2014:13:32:38;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/turndegrees.ev3; 16/Oct/2014:13:32:43;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/gyroturn.ev3; 16/Oct/2014:13:32:59;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/align.ev3; 16/Oct/2014:13:33:28;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/turndegrees.ev3; 16/Oct/2014:13:34:38;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/moveinches.ev3; 16/Oct/2014:13:34:42;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/gyroturn.pptx; 16/Oct/2014:13:34:47;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/gyroturn.pdf; 16/Oct/2014:13:35:12;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/gyroturn.pdf; 16/Oct/2014:13:35:12;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/gyroturn.pdf; 16/Oct/2014:13:35:12;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/align.pptx; 16/Oct/2014:13:35:46;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/align.pdf; 16/Oct/2014:13:35:49;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/align.pdf; 16/Oct/2014:13:35:49;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/align.pdf; 16/Oct/2014:13:35:49;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/calibrate.pptx; 16/Oct/2014:13:36:43;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/calibrate.pdf; 16/Oct/2014:13:37:34;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/calibrate.pdf; 16/Oct/2014:13:37:35;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/calibrate.pdf; 16/Oct/2014:13:37:35;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/calibrate.ev3; 16/Oct/2014:13:38:06;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/linefollower.pptx; 16/Oct/2014:13:38:31;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/linefollower.pdf; 16/Oct/2014:13:38:36;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/linefollower.pdf; 16/Oct/2014:13:38:36;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/linefollower.pdf; 16/Oct/2014:13:38:36;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/linefollower.ev3; 16/Oct/2014:13:39:10;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /misc/timeline.pdf; 16/Oct/2014:13:40:46;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /misc/timeline.pdf; 16/Oct/2014:13:40:46;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /misc/timeline.pdf; 16/Oct/2014:13:40:47;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /intermediate/colorfollower.ev3; 16/Oct/2014:13:51:51;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /intermediate/colorfollower.ev3; 16/Oct/2014:13:51:51;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/gyroturn.ev3; 16/Oct/2014:13:52:05;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/gyroturn.ev3; 16/Oct/2014:13:52:21;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/moveinches.ev3; 16/Oct/2014:13:53:12;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/turndegrees.ev3; 16/Oct/2014:13:53:34;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/moveinches.ev3; 16/Oct/2014:13:54:59;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/gyroturn.ev3; 16/Oct/2014:13:56:30;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/gyroturn.ev3; 16/Oct/2014:13:56:40;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-76-108-136-81.hsd1.fl.comcast.net; 76.108.136.81; /advanced/gyroturn.ev3; 16/Oct/2014:14:03:19;  c-76-108-136-81.hsd1.fl.comcast.net;   26.3483,-80.1585;   Boca Raton;   Florida
c-67-183-200-71.hsd1.wa.comcast.net; 67.183.200.71; /advanced/myblocks.pdf; 16/Oct/2014:14:19:13;  c-67-183-200-71.hsd1.wa.comcast.net;   47.1032,-122.8649;   Olympia;   Washington
c-67-183-200-71.hsd1.wa.comcast.net; 67.183.200.71; /advanced/myblocks.pdf; 16/Oct/2014:14:19:15;  c-67-183-200-71.hsd1.wa.comcast.net;   47.1032,-122.8649;   Olympia;   Washington
c-67-183-200-71.hsd1.wa.comcast.net; 67.183.200.71; /advanced/myblocks.pdf; 16/Oct/2014:14:19:16;  c-67-183-200-71.hsd1.wa.comcast.net;   47.1032,-122.8649;   Olympia;   Washington
c-67-183-200-71.hsd1.wa.comcast.net; 67.183.200.71; /advanced/myblocks.pdf; 16/Oct/2014:14:19:17;  c-67-183-200-71.hsd1.wa.comcast.net;   47.1032,-122.8649;   Olympia;   Washington
c-67-183-200-71.hsd1.wa.comcast.net; 67.183.200.71; /advanced/myblocks.pdf; 16/Oct/2014:14:19:17;  c-67-183-200-71.hsd1.wa.comcast.net;   47.1032,-122.8649;   Olympia;   Washington
c-67-183-200-71.hsd1.wa.comcast.net; 67.183.200.71; /advanced/myblocks.pdf; 16/Oct/2014:14:19:18;  c-67-183-200-71.hsd1.wa.comcast.net;   47.1032,-122.8649;   Olympia;   Washington
c-67-183-200-71.hsd1.wa.comcast.net; 67.183.200.71; /advanced/myblocks.pdf; 16/Oct/2014:14:19:18;  c-67-183-200-71.hsd1.wa.comcast.net;   47.1032,-122.8649;   Olympia;   Washington
c-67-183-200-71.hsd1.wa.comcast.net; 67.183.200.71; /advanced/myblocks.pdf; 16/Oct/2014:14:19:19;  c-67-183-200-71.hsd1.wa.comcast.net;   47.1032,-122.8649;   Olympia;   Washington
c-67-183-200-71.hsd1.wa.comcast.net; 67.183.200.71; /advanced/myblocks.pdf; 16/Oct/2014:14:19:20;  c-67-183-200-71.hsd1.wa.comcast.net;   47.1032,-122.8649;   Olympia;   Washington
c-67-183-200-71.hsd1.wa.comcast.net; 67.183.200.71; /advanced/myblocks.pdf; 16/Oct/2014:14:19:20;  c-67-183-200-71.hsd1.wa.comcast.net;   47.1032,-122.8649;   Olympia;   Washington
c-67-183-200-71.hsd1.wa.comcast.net; 67.183.200.71; /advanced/myblocks.pdf; 16/Oct/2014:14:19:20;  c-67-183-200-71.hsd1.wa.comcast.net;   47.1032,-122.8649;   Olympia;   Washington
c-67-183-200-71.hsd1.wa.comcast.net; 67.183.200.71; /advanced/myblocks.pdf; 16/Oct/2014:14:19:20;  c-67-183-200-71.hsd1.wa.comcast.net;   47.1032,-122.8649;   Olympia;   Washington
c-67-183-200-71.hsd1.wa.comcast.net; 67.183.200.71; /advanced/myblocks.pdf; 16/Oct/2014:14:19:20;  c-67-183-200-71.hsd1.wa.comcast.net;   47.1032,-122.8649;   Olympia;   Washington
c-67-183-200-71.hsd1.wa.comcast.net; 67.183.200.71; /advanced/myblocks.pdf; 16/Oct/2014:14:19:21;  c-67-183-200-71.hsd1.wa.comcast.net;   47.1032,-122.8649;   Olympia;   Washington
