103.1.70.66; 103.1.70.66; /beginner/droidsev3.pptx; 11/Oct/2014:06:56:20;  103.1.70.66;   5.2999,100.2605;   Bayan Lepas;   Pulau Pinang
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:33;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:33;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:33;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:33;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:33;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:34;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:34;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:34;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:34;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:34;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:34;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:34;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:34;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:35;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:35;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:35;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:35;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:35;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:35;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:35;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:35;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:35;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:36;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:36;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:36;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:36;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:36;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:36;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:36;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:37;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:37;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:37;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:37;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:37;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:37;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:37;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:37;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:37;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:37;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:38;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:38;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:38;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:38;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:38;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:38;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:38;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:38;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:38;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:39;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:39;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:39;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:39;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:39;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:39;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:39;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:39;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:39;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:39;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:40;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:40;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:40;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:40;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:40;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:40;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:40;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:40;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:40;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:41;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:41;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:41;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:41;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:41;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:41;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:41;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:41;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:41;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:41;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:42;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:42;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:42;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:42;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:42;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:42;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:42;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:42;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:42;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:42;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:43;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:43;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:43;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:43;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:43;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:43;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:43;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:43;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:43;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:43;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:15:57;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:16:04;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:17:28;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:17:29;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:17:29;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:17:29;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:17:29;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:17:30;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
c-76-97-203-66.hsd1.ga.comcast.net; 76.97.203.66; /beginner/Beginner2.pdf; 23/Oct/2014:01:18:06;  c-76-97-203-66.hsd1.ga.comcast.net;  34.2281,-84.1780;  Cumming;  Georgia
c-76-97-203-66.hsd1.ga.comcast.net; 76.97.203.66; /beginner/Beginner2.pdf; 23/Oct/2014:01:18:06;  c-76-97-203-66.hsd1.ga.comcast.net;  34.2281,-84.1780;  Cumming;  Georgia
c-76-97-203-66.hsd1.ga.comcast.net; 76.97.203.66; /beginner/Beginner2.pdf; 23/Oct/2014:01:18:07;  c-76-97-203-66.hsd1.ga.comcast.net;  34.2281,-84.1780;  Cumming;  Georgia
c-76-97-203-66.hsd1.ga.comcast.net; 76.97.203.66; /beginner/Beginner3.pdf; 23/Oct/2014:01:18:13;  c-76-97-203-66.hsd1.ga.comcast.net;  34.2281,-84.1780;  Cumming;  Georgia
c-76-97-203-66.hsd1.ga.comcast.net; 76.97.203.66; /beginner/Beginner3.pdf; 23/Oct/2014:01:18:13;  c-76-97-203-66.hsd1.ga.comcast.net;  34.2281,-84.1780;  Cumming;  Georgia
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:38;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:38;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
c-76-97-203-66.hsd1.ga.comcast.net; 76.97.203.66; /beginner/Beginner1.pdf; 23/Oct/2014:01:13:38;  c-76-97-203-66.hsd1.ga.comcast.net;  34.2281,-84.1780;  Cumming;  Georgia
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:38;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:38;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:38;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:38;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:38;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:38;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:39;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:39;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:39;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:39;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:39;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:39;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:39;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:39;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:39;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:40;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:40;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:40;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:40;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:40;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:40;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:40;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:40;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:40;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:40;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:41;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:41;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:41;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:41;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:41;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:41;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:41;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:41;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:41;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:42;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:42;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:42;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:42;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:42;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
wireless_broadband_router; 98.111.220.189; /beg/Beginner4.pdf; 23/Oct/2014:01:18:42;  wireless_broadband_router;   40.5048,-79.9132;   Pittsburgh;   Pennsylvania
